"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","TAXENV","ENRG","PC_GDP","A","1999",1.49,
"BEL","TAXENV","ENRG","PC_GDP","A","2000",1.41,
"BEL","TAXENV","ENRG","PC_GDP","A","2001",1.37,
"BEL","TAXENV","ENRG","PC_GDP","A","2002",1.34,
"BEL","TAXENV","ENRG","PC_GDP","A","2003",1.39,
"BEL","TAXENV","ENRG","PC_GDP","A","2004",1.45,
"BEL","TAXENV","ENRG","PC_GDP","A","2005",1.44,
"BEL","TAXENV","ENRG","PC_GDP","A","2006",1.3,
"BEL","TAXENV","ENRG","PC_GDP","A","2007",1.29,
"BEL","TAXENV","ENRG","PC_GDP","A","2008",1.24,
"BEL","TAXENV","ENRG","PC_GDP","A","2009",1.29,
"BEL","TAXENV","ENRG","PC_GDP","A","2010",1.34,
"BEL","TAXENV","ENRG","PC_GDP","A","2011",1.36,
"BEL","TAXENV","ENRG","PC_GDP","A","2012",1.3,
"BEL","TAXENV","ENRG","PC_GDP","A","2013",1.23,
"BEL","TAXENV","ENRG","PC_GDP","A","2014",1.23,
"BEL","TAXENV","ENRG","PC_GDP","A","2015",1.28,
"BEL","TAXENV","ENRG","PC_GDP","A","2016",1.39,
"BEL","TAXENV","ENRG","PC_GDP","A","2017",1.47,
"BEL","TAXENV","ENRG","PC_GDP","A","2018",1.48,
"BEL","TAXENV","ENRG","PC_GDP","A","2019",1.38,
"BEL","TAXENV","ENRG","PC_GDP","A","2020",1.2,
"BEL","TAXENV","ENRG","PC_GDP","A","2021",1.31,
"BEL","TAXENV","TOT","PC_GDP","A","1994",2,
"BEL","TAXENV","TOT","PC_GDP","A","1995",2.01,
"BEL","TAXENV","TOT","PC_GDP","A","1996",2.25,
"BEL","TAXENV","TOT","PC_GDP","A","1997",2.28,
"BEL","TAXENV","TOT","PC_GDP","A","1998",2.22,
"BEL","TAXENV","TOT","PC_GDP","A","1999",2.15,
"BEL","TAXENV","TOT","PC_GDP","A","2000",2.02,
"BEL","TAXENV","TOT","PC_GDP","A","2001",1.99,
"BEL","TAXENV","TOT","PC_GDP","A","2002",1.94,
"BEL","TAXENV","TOT","PC_GDP","A","2003",1.97,
"BEL","TAXENV","TOT","PC_GDP","A","2004",2.07,
"BEL","TAXENV","TOT","PC_GDP","A","2005",2.01,
"BEL","TAXENV","TOT","PC_GDP","A","2006",1.77,
"BEL","TAXENV","TOT","PC_GDP","A","2007",1.7,
"BEL","TAXENV","TOT","PC_GDP","A","2008",1.62,
"BEL","TAXENV","TOT","PC_GDP","A","2009",1.69,
"BEL","TAXENV","TOT","PC_GDP","A","2010",1.72,
"BEL","TAXENV","TOT","PC_GDP","A","2011",1.73,
"BEL","TAXENV","TOT","PC_GDP","A","2012",1.66,
"BEL","TAXENV","TOT","PC_GDP","A","2013",1.59,
"BEL","TAXENV","TOT","PC_GDP","A","2014",1.59,
"BEL","TAXENV","TOT","PC_GDP","A","2015",1.62,
"BEL","TAXENV","TOT","PC_GDP","A","2016",1.7,
"BEL","TAXENV","TOT","PC_GDP","A","2017",1.8,
"BEL","TAXENV","TOT","PC_GDP","A","2018",1.82,
"BEL","TAXENV","TOT","PC_GDP","A","2019",1.71,
"BEL","TAXENV","TOT","PC_GDP","A","2020",1.56,
"BEL","TAXENV","TOT","PC_GDP","A","2021",1.62,
"CAN","TAXENV","ENRG","PC_GDP","A","1994",1.26,
"CAN","TAXENV","ENRG","PC_GDP","A","1995",1.29,
"CAN","TAXENV","ENRG","PC_GDP","A","1996",1.27,
"CAN","TAXENV","ENRG","PC_GDP","A","1997",1.24,
"CAN","TAXENV","ENRG","PC_GDP","A","1998",1.24,
"CAN","TAXENV","ENRG","PC_GDP","A","1999",1.16,
"CAN","TAXENV","ENRG","PC_GDP","A","2000",1.07,
"CAN","TAXENV","ENRG","PC_GDP","A","2001",1.05,
"CAN","TAXENV","ENRG","PC_GDP","A","2002",1.03,
"CAN","TAXENV","ENRG","PC_GDP","A","2003",1.04,
"CAN","TAXENV","ENRG","PC_GDP","A","2004",0.98,
"CAN","TAXENV","ENRG","PC_GDP","A","2005",0.93,
"CAN","TAXENV","ENRG","PC_GDP","A","2006",0.9,
"CAN","TAXENV","ENRG","PC_GDP","A","2007",0.87,
"CAN","TAXENV","ENRG","PC_GDP","A","2008",0.83,
"CAN","TAXENV","ENRG","PC_GDP","A","2009",0.91,
"CAN","TAXENV","ENRG","PC_GDP","A","2010",0.89,
"CAN","TAXENV","ENRG","PC_GDP","A","2011",0.9,
"CAN","TAXENV","ENRG","PC_GDP","A","2012",0.89,
"CAN","TAXENV","ENRG","PC_GDP","A","2013",0.88,
"CAN","TAXENV","ENRG","PC_GDP","A","2014",0.85,
"CAN","TAXENV","ENRG","PC_GDP","A","2015",0.88,
"CAN","TAXENV","ENRG","PC_GDP","A","2016",0.86,
"CAN","TAXENV","ENRG","PC_GDP","A","2017",1,
"CAN","TAXENV","ENRG","PC_GDP","A","2018",0.9,
"CAN","TAXENV","ENRG","PC_GDP","A","2019",0.83,
"CAN","TAXENV","ENRG","PC_GDP","A","2020",0.76,
"CAN","TAXENV","ENRG","PC_GDP","A","2021",0.71,
"CAN","TAXENV","TOT","PC_GDP","A","1994",1.56,
"CAN","TAXENV","TOT","PC_GDP","A","1995",1.56,
"CAN","TAXENV","TOT","PC_GDP","A","1996",1.55,
"CAN","TAXENV","TOT","PC_GDP","A","1997",1.53,
"CAN","TAXENV","TOT","PC_GDP","A","1998",1.54,
"CAN","TAXENV","TOT","PC_GDP","A","1999",1.45,
"CAN","TAXENV","TOT","PC_GDP","A","2000",1.34,
"CAN","TAXENV","TOT","PC_GDP","A","2001",1.31,
"CAN","TAXENV","TOT","PC_GDP","A","2002",1.33,
"CAN","TAXENV","TOT","PC_GDP","A","2003",1.34,
"CAN","TAXENV","TOT","PC_GDP","A","2004",1.26,
"CAN","TAXENV","TOT","PC_GDP","A","2005",1.21,
"CAN","TAXENV","TOT","PC_GDP","A","2006",1.18,
"CAN","TAXENV","TOT","PC_GDP","A","2007",1.15,
"CAN","TAXENV","TOT","PC_GDP","A","2008",1.09,
"CAN","TAXENV","TOT","PC_GDP","A","2009",1.18,
"CAN","TAXENV","TOT","PC_GDP","A","2010",1.17,
"CAN","TAXENV","TOT","PC_GDP","A","2011",1.15,
"CAN","TAXENV","TOT","PC_GDP","A","2012",1.15,
"CAN","TAXENV","TOT","PC_GDP","A","2013",1.15,
"CAN","TAXENV","TOT","PC_GDP","A","2014",1.11,
"CZE","TAXENV","ENRG","PC_GDP","A","1994",2.08,
"CZE","TAXENV","ENRG","PC_GDP","A","1995",2.12,
"CZE","TAXENV","ENRG","PC_GDP","A","1996",2,
"CZE","TAXENV","ENRG","PC_GDP","A","1997",1.96,
"CZE","TAXENV","ENRG","PC_GDP","A","1998",1.91,
"CZE","TAXENV","ENRG","PC_GDP","A","1999",2.05,
"CZE","TAXENV","ENRG","PC_GDP","A","2000",2,
"CZE","TAXENV","ENRG","PC_GDP","A","2001",2.1,
"CZE","TAXENV","ENRG","PC_GDP","A","2002",2.04,
"CZE","TAXENV","ENRG","PC_GDP","A","2003",2.13,
"CZE","TAXENV","ENRG","PC_GDP","A","2004",2.25,
"CZE","TAXENV","ENRG","PC_GDP","A","2005",2.3,
"CZE","TAXENV","ENRG","PC_GDP","A","2006",2.21,
"CZE","TAXENV","ENRG","PC_GDP","A","2007",2.15,
"CZE","TAXENV","ENRG","PC_GDP","A","2008",2.11,
"CZE","TAXENV","ENRG","PC_GDP","A","2009",2.16,
"CZE","TAXENV","ENRG","PC_GDP","A","2010",2.13,
"CZE","TAXENV","ENRG","PC_GDP","A","2011",2.2,
"CZE","TAXENV","ENRG","PC_GDP","A","2012",2.1,
"CZE","TAXENV","ENRG","PC_GDP","A","2013",2.03,
"CZE","TAXENV","ENRG","PC_GDP","A","2014",2,
"CZE","TAXENV","ENRG","PC_GDP","A","2015",1.93,
"CZE","TAXENV","ENRG","PC_GDP","A","2016",1.98,
"CZE","TAXENV","ENRG","PC_GDP","A","2017",1.9,
"CZE","TAXENV","ENRG","PC_GDP","A","2018",1.85,
"CZE","TAXENV","ENRG","PC_GDP","A","2019",1.94,
"CZE","TAXENV","ENRG","PC_GDP","A","2020",1.88,
"CZE","TAXENV","ENRG","PC_GDP","A","2021",1.76,
"CZE","TAXENV","TOT","PC_GDP","A","1994",2.72,
"CZE","TAXENV","TOT","PC_GDP","A","1995",2.74,
"CZE","TAXENV","TOT","PC_GDP","A","1996",2.53,
"CZE","TAXENV","TOT","PC_GDP","A","1997",2.4,
"CZE","TAXENV","TOT","PC_GDP","A","1998",2.39,
"CZE","TAXENV","TOT","PC_GDP","A","1999",2.56,
"CZE","TAXENV","TOT","PC_GDP","A","2000",2.43,
"CZE","TAXENV","TOT","PC_GDP","A","2001",2.48,
"CZE","TAXENV","TOT","PC_GDP","A","2002",2.44,
"CZE","TAXENV","TOT","PC_GDP","A","2003",2.53,
"CZE","TAXENV","TOT","PC_GDP","A","2004",2.62,
"CZE","TAXENV","TOT","PC_GDP","A","2005",2.66,
"CZE","TAXENV","TOT","PC_GDP","A","2006",2.57,
"CZE","TAXENV","TOT","PC_GDP","A","2007",2.6,
"CZE","TAXENV","TOT","PC_GDP","A","2008",2.57,
"CZE","TAXENV","TOT","PC_GDP","A","2009",2.61,
"CZE","TAXENV","TOT","PC_GDP","A","2010",2.61,
"CZE","TAXENV","TOT","PC_GDP","A","2011",2.72,
"CZE","TAXENV","TOT","PC_GDP","A","2012",2.63,
"CZE","TAXENV","TOT","PC_GDP","A","2013",2.54,
"CZE","TAXENV","TOT","PC_GDP","A","2014",2.5,
"CZE","TAXENV","TOT","PC_GDP","A","2015",2.44,
"CZE","TAXENV","TOT","PC_GDP","A","2016",2.48,
"CZE","TAXENV","TOT","PC_GDP","A","2017",2.4,
"CZE","TAXENV","TOT","PC_GDP","A","2018",2.35,
"CZE","TAXENV","TOT","PC_GDP","A","2019",2.42,
"CZE","TAXENV","TOT","PC_GDP","A","2020",2.37,
"CZE","TAXENV","TOT","PC_GDP","A","2021",2.21,
"DNK","TAXENV","ENRG","PC_GDP","A","1994",1.91,
"DNK","TAXENV","ENRG","PC_GDP","A","1995",2.09,
"DNK","TAXENV","ENRG","PC_GDP","A","1996",2.22,
"DNK","TAXENV","ENRG","PC_GDP","A","1997",2.14,
"DNK","TAXENV","ENRG","PC_GDP","A","1998",2.66,
"DNK","TAXENV","ENRG","PC_GDP","A","1999",2.84,
"DNK","TAXENV","ENRG","PC_GDP","A","2000",2.75,
"DNK","TAXENV","ENRG","PC_GDP","A","2001",2.85,
"DNK","TAXENV","ENRG","PC_GDP","A","2002",2.86,
"DNK","TAXENV","ENRG","PC_GDP","A","2003",2.81,
"DNK","TAXENV","ENRG","PC_GDP","A","2004",2.76,
"DNK","TAXENV","ENRG","PC_GDP","A","2005",2.52,
"DNK","TAXENV","ENRG","PC_GDP","A","2006",2.24,
"DNK","TAXENV","ENRG","PC_GDP","A","2007",2.34,
"DNK","TAXENV","ENRG","PC_GDP","A","2008",2.14,
"DNK","TAXENV","ENRG","PC_GDP","A","2009",2.32,
"DNK","TAXENV","ENRG","PC_GDP","A","2010",2.36,
"DNK","TAXENV","ENRG","PC_GDP","A","2011",2.4,
"DNK","TAXENV","ENRG","PC_GDP","A","2012",2.39,
"DNK","TAXENV","ENRG","PC_GDP","A","2013",2.41,
"DNK","TAXENV","ENRG","PC_GDP","A","2014",2.32,
"DNK","TAXENV","ENRG","PC_GDP","A","2015",2.21,
"DNK","TAXENV","ENRG","PC_GDP","A","2016",2.17,
"DNK","TAXENV","ENRG","PC_GDP","A","2017",1.99,
"DNK","TAXENV","ENRG","PC_GDP","A","2018",1.95,
"DNK","TAXENV","ENRG","PC_GDP","A","2019",1.71,
"DNK","TAXENV","ENRG","PC_GDP","A","2020",1.66,
"DNK","TAXENV","ENRG","PC_GDP","A","2021",1.55,
"DNK","TAXENV","TOT","PC_GDP","A","1994",4.06,
"DNK","TAXENV","TOT","PC_GDP","A","1995",4.33,
"DNK","TAXENV","TOT","PC_GDP","A","1996",4.56,
"DNK","TAXENV","TOT","PC_GDP","A","1997",4.58,
"DNK","TAXENV","TOT","PC_GDP","A","1998",5.29,
"DNK","TAXENV","TOT","PC_GDP","A","1999",5.36,
"DNK","TAXENV","TOT","PC_GDP","A","2000",4.95,
"DNK","TAXENV","TOT","PC_GDP","A","2001",4.91,
"DNK","TAXENV","TOT","PC_GDP","A","2002",5.09,
"DNK","TAXENV","TOT","PC_GDP","A","2003",4.89,
"DNK","TAXENV","TOT","PC_GDP","A","2004",5.1,
"DNK","TAXENV","TOT","PC_GDP","A","2005",5.06,
"DNK","TAXENV","TOT","PC_GDP","A","2006",4.81,
"DNK","TAXENV","TOT","PC_GDP","A","2007",4.85,
"DNK","TAXENV","TOT","PC_GDP","A","2008",4.32,
"DNK","TAXENV","TOT","PC_GDP","A","2009",4.08,
"DNK","TAXENV","TOT","PC_GDP","A","2010",4.12,
"DNK","TAXENV","TOT","PC_GDP","A","2011",4.14,
"DNK","TAXENV","TOT","PC_GDP","A","2012",4.04,
"DNK","TAXENV","TOT","PC_GDP","A","2013",4.05,
"DNK","TAXENV","TOT","PC_GDP","A","2014",4.01,
"DNK","TAXENV","TOT","PC_GDP","A","2015",3.99,
"DNK","TAXENV","TOT","PC_GDP","A","2016",3.91,
"DNK","TAXENV","TOT","PC_GDP","A","2017",3.66,
"DNK","TAXENV","TOT","PC_GDP","A","2018",3.62,
"DNK","TAXENV","TOT","PC_GDP","A","2019",3.31,
"DNK","TAXENV","TOT","PC_GDP","A","2020",3.18,
"DNK","TAXENV","TOT","PC_GDP","A","2021",2.89,
"FIN","TAXENV","ENRG","PC_GDP","A","1994",1.97,
"FIN","TAXENV","ENRG","PC_GDP","A","1995",2.09,
"FIN","TAXENV","ENRG","PC_GDP","A","1996",2.07,
"FIN","TAXENV","ENRG","PC_GDP","A","1997",2.25,
"FIN","TAXENV","ENRG","PC_GDP","A","1998",2.13,
"FIN","TAXENV","ENRG","PC_GDP","A","1999",2.14,
"FIN","TAXENV","ENRG","PC_GDP","A","2000",1.93,
"FIN","TAXENV","ENRG","PC_GDP","A","2001",1.89,
"FIN","TAXENV","ENRG","PC_GDP","A","2002",1.92,
"FIN","TAXENV","ENRG","PC_GDP","A","2003",1.91,
"FIN","TAXENV","ENRG","PC_GDP","A","2004",1.87,
"FIN","TAXENV","ENRG","PC_GDP","A","2005",1.78,
"FIN","TAXENV","ENRG","PC_GDP","A","2006",1.73,
"FIN","TAXENV","ENRG","PC_GDP","A","2007",1.59,
"FIN","TAXENV","ENRG","PC_GDP","A","2008",1.66,
"FIN","TAXENV","ENRG","PC_GDP","A","2009",1.71,
"FIN","TAXENV","ENRG","PC_GDP","A","2010",1.72,
"FIN","TAXENV","ENRG","PC_GDP","A","2011",2,
"FIN","TAXENV","ENRG","PC_GDP","A","2012",2.01,
"FIN","TAXENV","ENRG","PC_GDP","A","2013",1.96,
"FIN","TAXENV","ENRG","PC_GDP","A","2014",1.95,
"FIN","TAXENV","ENRG","PC_GDP","A","2015",1.98,
"FIN","TAXENV","ENRG","PC_GDP","A","2016",2.1,
"FIN","TAXENV","ENRG","PC_GDP","A","2017",1.97,
"FIN","TAXENV","ENRG","PC_GDP","A","2018",1.96,
"FIN","TAXENV","ENRG","PC_GDP","A","2019",1.93,
"FIN","TAXENV","ENRG","PC_GDP","A","2020",1.9,
"FIN","TAXENV","ENRG","PC_GDP","A","2021",1.82,
"FIN","TAXENV","TOT","PC_GDP","A","1994",2.8,
"FIN","TAXENV","TOT","PC_GDP","A","1995",2.89,
"FIN","TAXENV","TOT","PC_GDP","A","1996",3.01,
"FIN","TAXENV","TOT","PC_GDP","A","1997",3.24,
"FIN","TAXENV","TOT","PC_GDP","A","1998",3.21,
"FIN","TAXENV","TOT","PC_GDP","A","1999",3.29,
"FIN","TAXENV","TOT","PC_GDP","A","2000",3.03,
"FIN","TAXENV","TOT","PC_GDP","A","2001",2.84,
"FIN","TAXENV","TOT","PC_GDP","A","2002",2.93,
"FIN","TAXENV","TOT","PC_GDP","A","2003",3.02,
"FIN","TAXENV","TOT","PC_GDP","A","2004",3.21,
"FIN","TAXENV","TOT","PC_GDP","A","2005",3.02,
"FIN","TAXENV","TOT","PC_GDP","A","2006",2.96,
"FIN","TAXENV","TOT","PC_GDP","A","2007",2.71,
"FIN","TAXENV","TOT","PC_GDP","A","2008",2.63,
"FIN","TAXENV","TOT","PC_GDP","A","2009",2.56,
"FIN","TAXENV","TOT","PC_GDP","A","2010",2.71,
"FIN","TAXENV","TOT","PC_GDP","A","2011",3.05,
"FIN","TAXENV","TOT","PC_GDP","A","2012",3,
"FIN","TAXENV","TOT","PC_GDP","A","2013",2.96,
"FIN","TAXENV","TOT","PC_GDP","A","2014",2.93,
"FIN","TAXENV","TOT","PC_GDP","A","2015",2.92,
"FIN","TAXENV","TOT","PC_GDP","A","2016",3.11,
"FIN","TAXENV","TOT","PC_GDP","A","2017",2.98,
"FIN","TAXENV","TOT","PC_GDP","A","2018",2.96,
"FIN","TAXENV","TOT","PC_GDP","A","2019",2.82,
"FIN","TAXENV","TOT","PC_GDP","A","2020",2.74,
"FIN","TAXENV","TOT","PC_GDP","A","2021",2.52,
"FRA","TAXENV","ENRG","PC_GDP","A","1994",1.83,
"FRA","TAXENV","ENRG","PC_GDP","A","1995",1.82,
"FRA","TAXENV","ENRG","PC_GDP","A","1996",1.84,
"FRA","TAXENV","ENRG","PC_GDP","A","1997",1.82,
"FRA","TAXENV","ENRG","PC_GDP","A","1998",1.83,
"FRA","TAXENV","ENRG","PC_GDP","A","1999",1.79,
"FRA","TAXENV","ENRG","PC_GDP","A","2000",1.68,
"FRA","TAXENV","ENRG","PC_GDP","A","2001",1.54,
"FRA","TAXENV","ENRG","PC_GDP","A","2002",1.63,
"FRA","TAXENV","ENRG","PC_GDP","A","2003",1.6,
"FRA","TAXENV","ENRG","PC_GDP","A","2004",1.6,
"FRA","TAXENV","ENRG","PC_GDP","A","2005",1.53,
"FRA","TAXENV","ENRG","PC_GDP","A","2006",1.48,
"FRA","TAXENV","ENRG","PC_GDP","A","2007",1.39,
"FRA","TAXENV","ENRG","PC_GDP","A","2008",1.34,
"FRA","TAXENV","ENRG","PC_GDP","A","2009",1.37,
"FRA","TAXENV","ENRG","PC_GDP","A","2010",1.41,
"FRA","TAXENV","ENRG","PC_GDP","A","2011",1.42,
"FRA","TAXENV","ENRG","PC_GDP","A","2012",1.42,
"FRA","TAXENV","ENRG","PC_GDP","A","2013",1.49,
"FRA","TAXENV","ENRG","PC_GDP","A","2014",1.49,
"FRA","TAXENV","ENRG","PC_GDP","A","2015",1.63,
"FRA","TAXENV","ENRG","PC_GDP","A","2016",1.69,
"FRA","TAXENV","ENRG","PC_GDP","A","2017",1.74,
"FRA","TAXENV","ENRG","PC_GDP","A","2018",1.78,
"FRA","TAXENV","ENRG","PC_GDP","A","2019",1.72,
"FRA","TAXENV","ENRG","PC_GDP","A","2020",1.6,
"FRA","TAXENV","ENRG","PC_GDP","A","2021",1.61,
"FRA","TAXENV","TOT","PC_GDP","A","1994",2.19,
"FRA","TAXENV","TOT","PC_GDP","A","1995",2.39,
"FRA","TAXENV","TOT","PC_GDP","A","1996",2.44,
"FRA","TAXENV","TOT","PC_GDP","A","1997",2.42,
"FRA","TAXENV","TOT","PC_GDP","A","1998",2.44,
"FRA","TAXENV","TOT","PC_GDP","A","1999",2.4,
"FRA","TAXENV","TOT","PC_GDP","A","2000",2.3,
"FRA","TAXENV","TOT","PC_GDP","A","2001",2.13,
"FRA","TAXENV","TOT","PC_GDP","A","2002",2.23,
"FRA","TAXENV","TOT","PC_GDP","A","2003",2.17,
"FRA","TAXENV","TOT","PC_GDP","A","2004",2.29,
"FRA","TAXENV","TOT","PC_GDP","A","2005",2.23,
"FRA","TAXENV","TOT","PC_GDP","A","2006",2.17,
"FRA","TAXENV","TOT","PC_GDP","A","2007",2.08,
